smiles,canonical_smiles,inchi_key,pka,task,source,temperature,method,split,notes
S(C1(C(O)C2(CC(CC1N2(C))=O)))CC,S(C1(C(O)C2(CC(CC1N2(C))=O)))CC,QUTMFJKTLLFGLU-UHFFFAOYSA-N,5.15,basic,RES200_Opt2_basic,24.0,potentiometric,test,
N1(C(C)C1C),N1(C(C)C1C),DNPSMEGHIHDFAJ-UHFFFAOYSA-N,5.335,basic,RES200_Opt2_basic,23.0,potentiometric,test,
N2(=CC=C(C=CC1(=CC=NC=C1))C=C2),N2(=CC=C(C=CC1(=CC=NC=C1))C=C2),MGFJDEHFNMWYBD-UHFFFAOYSA-N,5.695,basic,RES200_Opt2_basic,25.0,spectrophotometric,test,
N1(=C(NC=C1CC=2(N=CNC=2))CC4(=NC(CC=3(NC=NC=3))=CN4)),N1(=C(NC=C1CC=2(N=CNC=2))CC4(=NC(CC=3(NC=NC=3))=CN4)),BCFQAISFKUFSRD-UHFFFAOYSA-N,5.789999999999999,basic,RES200_Opt2_basic,24.85,potentiometric,test,
O=C([O-])C=CC=1(N=CNC=1),O=C([O-])C=CC=1(N=CNC=1),LOIYMIARKYCTBW-UHFFFAOYSA-N,6.275,basic,RES200_Opt2_basic,20.0,potentiometric,test,
N4(=CC=1(C(=C(C=2(NC3(=C(C=2(C=1))C=NC=C3)))C)C=C4)),N4(=CC=1(C(=C(C=2(NC3(=C(C=2(C=1))C=NC=C3)))C)C=C4)),BPWZLDGBHXYZGS-UHFFFAOYSA-N,6.4,basic,RES200_Opt2_basic,25.0,spectrophotometric,test,
N1(=CNC(=C1)CC=2(NC=NC=2)),N1(=CNC(=C1)CC=2(NC=NC=2)),OPYSJMNXDRFQHK-UHFFFAOYSA-N,6.66,basic,RES200_Opt2_basic,25.0,potentiometric,test,
P(C1(=NC=C(N1)CCO))(C2(=NC=C(N2)CCO))C3(=NC=C(N3)CCO),P(C1(=NC=C(N1)CCO))(C2(=NC=C(N2)CCO))C3(=NC=C(N3)CCO),RPTTYHXIZKDXHI-UHFFFAOYSA-N,6.763333333333332,basic,RES200_Opt2_basic,18.0,potentiometric,test,
O=C(NCCC=1(N=CNC=1))CN,O=C(NCCC=1(N=CNC=1))CN,ZSFOYDVBNHSEMH-UHFFFAOYSA-N,7.399999999999999,basic,RES200_Opt2_basic,24.9,potentiometric,test,
OC(C=1(C=2(C(N=CC=1)=CC=CC=2)))C3(N4(CC(C=C)C(C3)CC4)),OC(C=1(C=2(C(N=CC=1)=CC=CC=2)))C3(N4(CC(C=C)C(C3)CC4)),KMPWYEUPVWOPIM-UHFFFAOYSA-N,7.897499999999999,basic,RES200_Opt2_basic,23.0,mean from 3,test,
O=C(NCCC=1(N=CNC=1))CCN,O=C(NCCC=1(N=CNC=1))CCN,ANRUJJLGVODXIK-UHFFFAOYSA-N,8.025,basic,RES200_Opt2_basic,24.9,potentiometric,test,
NC(C(N)C)C,NC(C(N)C)C,GHWVXCQZPNWFRO-UHFFFAOYSA-N,8.337499999999999,basic,RES200_Opt2_basic,25.0,mean from 2,test,
N1(=C(N=C(N)N=C1NC(=N)N)NC(=N)N),N1(=C(N=C(N)N=C1NC(=N)N)NC(=N)N),JAMXTHDKBMTHAF-UHFFFAOYSA-N,8.4,basic,RES200_Opt2_basic,,mean from 2,test,
OC(CN(CC)CC)CN(CC)CC,OC(CN(CC)CC)CN(CC)CC,CDBMNYGKGNXEIG-UHFFFAOYSA-N,8.77,basic,RES200_Opt2_basic,25.0,potentiometric,test,
N1(=C(N=C(C)C(=C1NCCN(CC)CC)C)N),N1(=C(N=C(C)C(=C1NCCN(CC)CC)C)N),NXBVNGJFXKPUKW-UHFFFAOYSA-N,8.8,basic,RES200_Opt2_basic,25.0,potentiometric,test,
O(CCN(CC)C)CCN(C)C,O(CCN(CC)C)CCN(C)C,TVXYKULMXFNZEP-UHFFFAOYSA-N,8.805,basic,RES200_Opt2_basic,,potentiometric,test,
N(CCNCCCC)CCCC,N(CCNCCCC)CCCC,YRGVKPIUZUOJSJ-UHFFFAOYSA-N,8.825,basic,RES200_Opt2_basic,25.0,potentiometric,test,
OC(CN)CN,OC(CN)CN,UYBWIEGTWASWSR-UHFFFAOYSA-N,8.915,basic,RES200_Opt2_basic,27.0,mean from 3,test,
N(CCN)CCC,N(CCN)CCC,CFNHVUGPXZUTRR-UHFFFAOYSA-N,8.94,basic,RES200_Opt2_basic,25.0,potentiometric,test,
N1(CCCCC1)(CCCN2(CCCCC2)),N1(CCCCC1)(CCCN2(CCCCC2)),AMBFNDRKYCJLNH-UHFFFAOYSA-N,9.025,basic,RES200_Opt2_basic,22.0,mean from 3,test,
O2(C1(=C(C=CC=C1)CN(CCCN(CC3(=C(OCC2)C=CC=C3))C)C)),O2(C1(=C(C=CC=C1)CN(CCCN(CC3(=C(OCC2)C=CC=C3))C)C)),XGWOJXFWRLSXAU-UHFFFAOYSA-N,9.03,basic,RES200_Opt2_basic,25.0,potentiometric,test,
[Br]C2(=CC1(=NC=CC(=C1C=C2)NC(CCCN(CC)CC)C)),[Br]C2(=CC1(=NC=CC(=C1C=C2)NC(CCCN(CC)CC)C)),GDCDHNUYXXZRKA-UHFFFAOYSA-N,9.125,basic,RES200_Opt2_basic,30.0,potentiometric,test,
ClC3(=CC2(=NC=1(C(=CC(OC)=CC=1)C(=C2C=C3)NC(CCCCCCCN(CC)CC)C))),ClC3(=CC2(=NC=1(C(=CC(OC)=CC=1)C(=C2C=C3)NC(CCCCCCCN(CC)CC)C))),ZHVXSDRVLNSHEQ-UHFFFAOYSA-N,9.2,basic,RES200_Opt2_basic,30.0,potentiometric,test,
S(CCN)CCN,S(CCN)CCN,JONTXEXBTWSUKE-UHFFFAOYSA-N,9.24,basic,RES200_Opt2_basic,30.0,potentiometric,test,
O(CCN(CC)CC)CCN(C)C,O(CCN(CC)CC)CCN(C)C,SKONQUYDXIBTRG-UHFFFAOYSA-N,9.3,basic,RES200_Opt2_basic,,potentiometric,test,
O(CCN(CC)CC)CCN(CC)CC,O(CCN(CC)CC)CCN(CC)CC,MELCWEWUZODSIS-UHFFFAOYSA-N,9.36,basic,RES200_Opt2_basic,,potentiometric,test,
OC1(C(N)CCC1),OC1(C(N)CCC1),JFFOUICIRBXFRC-UHFFFAOYSA-N,9.489999999999998,basic,RES200_Opt2_basic,25.0,mean from 2,test,
N1(=C(C=CC=C1C2(NCCC2))C3(NCCC3)),N1(=C(C=CC=C1C2(NCCC2))C3(NCCC3)),FETAOLZTOVIGTH-UHFFFAOYSA-N,9.7775,basic,RES200_Opt2_basic,25.0,potentiometric,test,
NCCCCN,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,9.995,basic,RES200_Opt2_basic,21.0,mean from 6,test,
O=C([O-])C1(C(O)CC2(N(C1CC2)C)),O=C([O-])C1(C(O)CC2(N(C1CC2)C)),GGWHYCONBNYLIV-UHFFFAOYSA-N,10.405,basic,RES200_Opt2_basic,25.0,potentiometric,test,
NC(CCCCC)C,NC(CCCCC)C,VSRBKQFNFZQRBM-UHFFFAOYSA-N,10.975,basic,RES200_Opt2_basic,19.0,potentiometric,test,
N12(C(CCC1C)CCC2C),N12(C(CCC1C)CCC2C),KNLORGMOTMPXIN-UHFFFAOYSA-N,11.15,basic,RES200_Opt2_basic,25.0,potentiometric,test,
O=C(O)C=1(N=CN(C=1C(=O)O)C),O=C(O)C=1(N=CN(C=1C(=O)O)C),YARDQACXPOQDMO-UHFFFAOYSA-N,-0.88,acidic,RES200_Opt3_acidic,25.0,,train,
O[N+]1(=C([O-])C=CC=C1),O[N+]1(=C([O-])C=CC=C1),SNUSZUYTMHKCPM-UHFFFAOYSA-O,-0.71,acidic,RES200_Opt3_acidic,23.0,mean from 4,train,
ClC1(=CC(=C(O)C(=C1)C[NH+](CC(=O)O)CC(=O)O)C[NH+](CC(=O)O)CC(=O)O),ClC1(=CC(=C(O)C(=C1)C[NH+](CC(=O)O)CC(=O)O)C[NH+](CC(=O)O)CC(=O)O),TUCMXNSQXBEQDC-UHFFFAOYSA-N,2.0,acidic,RES200_Opt3_acidic,20.0,potentiometric,train,
O=C(O)C(C#N)C1(=CC=CC=C1),O=C(O)C(C#N)C1(=CC=CC=C1),OJPJNZWQDFCXMP-UHFFFAOYSA-N,0.99,acidic,RES200_Opt3_acidic,25.0,mean from 2,train,
S(=O)(=O)(NP(=O)(OC)O)C,S(=O)(=O)(NP(=O)(OC)O)C,NJWDVLFZSKSBDJ-UHFFFAOYSA-N,1.16,acidic,RES200_Opt3_acidic,25.0,,train,
P(=O)(O)([O-])COCCN2(C1(=C(C(=NC=C1)N)[NH+]=C2)),P(=O)(O)([O-])COCCN2(C1(=C(C(=NC=C1)N)[NH+]=C2)),PRWHNPYOOJZXAT-UHFFFAOYSA-N,1.23,acidic,RES200_Opt3_acidic,25.0,mean from 2,train,
OC1(=CC([O-])=[NH+]C=C1),OC1(=CC([O-])=[NH+]C=C1),ZEZJPIDPVXJEME-UHFFFAOYSA-N,1.37,acidic,RES200_Opt3_acidic,20.0,potentiometric,train,
[O+]1(=C(C(O)=C(O)C=C1C(=O)[O-])C(=O)O),[O+]1(=C(C(O)=C(O)C=C1C(=O)[O-])C(=O)O),SRJHHEUNGNVYHB-UHFFFAOYSA-O,0.6,acidic,RES200_Opt3_acidic,21.0,potentiometric,train,
P(=O)(O)([O-])COCCN2(C1(=[NH+]C=CC(=C1N=C2)N)),P(=O)(O)([O-])COCCN2(C1(=[NH+]C=CC(=C1N=C2)N)),GWFQKESHLMOELE-UHFFFAOYSA-N,1.11,acidic,RES200_Opt3_acidic,25.0,mean from 2,train,
O=[N+]([O-])C1(=CC(=C(O)C=C1)C[NH2+]C(C(=O)[O-])CO),O=[N+]([O-])C1(=CC(=C(O)C=C1)C[NH2+]C(C(=O)[O-])CO),XEGPVLSQXONHBD-UHFFFAOYSA-N,2.15,acidic,RES200_Opt3_acidic,25.0,mean from 2,train,
S(=O)(=O)(NP(=O)(OCC)O)C1(=CC=CC=C1),S(=O)(=O)(NP(=O)(OCC)O)C1(=CC=CC=C1),HLCLEUDFFCIAAJ-UHFFFAOYSA-N,1.8,acidic,RES200_Opt3_acidic,25.0,,train,
OC1(=[NH+]C([O-])=C2(NC=NC2(=N1))),OC1(=[NH+]C([O-])=C2(NC=NC2(=N1))),LRFVTYWOQMYALW-UHFFFAOYSA-N,1.2,acidic,RES200_Opt3_acidic,19.0,mean from 6,train,
O=C(O)C1(C(=O)O)(CC1),O=C(O)C1(C(=O)O)(CC1),FDKLLWKMYAMLIF-UHFFFAOYSA-N,1.92,acidic,RES200_Opt3_acidic,25.0,mean from 3,train,
S(=O)(=O)(N(CC(=O)[O-])CCNCC(=O)[O-])C1(=CC=C(C)C=C1),S(=O)(=O)(N(CC(=O)[O-])CCNCC(=O)[O-])C1(=CC=C(C)C=C1),WFJZWDORYSZGOP-UHFFFAOYSA-N,1.99,acidic,RES200_Opt3_acidic,25.0,potentiometric,train,
[Br]CCC1(=CC=C(S(=O)(=O)NCC[NH+](CC(=O)O)CC(=O)O)C=C1),[Br]CCC1(=CC=C(S(=O)(=O)NCC[NH+](CC(=O)O)CC(=O)O)C=C1),SYBZPAGIIITTMM-UHFFFAOYSA-N,2.15,acidic,RES200_Opt3_acidic,25.0,potentiometric,train,
S(=O)(=O)(NCC[NH+](CC(=O)O)CC(=O)O)C1(=CC=CC=C1),S(=O)(=O)(NCC[NH+](CC(=O)O)CC(=O)O)C1(=CC=CC=C1),HWAQHGHHRSUOCF-UHFFFAOYSA-N,2.1,acidic,RES200_Opt3_acidic,25.0,potentiometric,train,
ClC1(=CC(=C(O)C=C1)C[NH2+]C(C(=O)[O-])CO),ClC1(=CC(=C(O)C=C1)C[NH2+]C(C(=O)[O-])CO),NLQBUYJYLNVWPQ-UHFFFAOYSA-N,2.12,acidic,RES200_Opt3_acidic,25.0,mean from 2,train,
O=C(O)C(NC(=O)C(N)CCC(=O)N)CCC(=O)O,O=C(O)C(NC(=O)C(N)CCC(=O)N)CCC(=O)O,XRUUBIMIJQXSIS-UHFFFAOYSA-N,3.14,acidic,RES200_Opt3_acidic,25.0,potentiometric,train,
O=C(NCC(=O)O)C(N)CC(=O)N,O=C(NCC(=O)O)C(N)CC(=O)N,YQDBOIUYJAUDLU-UHFFFAOYSA-N,2.9,acidic,RES200_Opt3_acidic,18.0,potentiometric,train,
O=C(O)C[NH+](CC1(=C(O)C=CC=C1))CC(=O)O,O=C(O)C[NH+](CC1(=C(O)C=CC=C1))CC(=O)O,UMJJBGYFPIWLNP-UHFFFAOYSA-N,2.2,acidic,RES200_Opt3_acidic,20.0,potentiometric,train,
O=C(O)C(N)C(O)C(=O)N,O=C(O)C(N)C(O)C(=O)N,VJGPURSENIUJTB-UHFFFAOYSA-N,2.12,acidic,RES200_Opt3_acidic,25.0,potentiometric,train,
O=C(O)C=CC(=O)CC(=O)CC(=O)O,O=C(O)C=CC(=O)CC(=O)CC(=O)O,DIXNHPMCEPDMBL-UHFFFAOYSA-N,3.6,acidic,RES200_Opt3_acidic,,potentiometric,train,
O=[N+]([O-])CC(=O)O,O=[N+]([O-])CC(=O)O,JYBHFYDCFKFPOC-UHFFFAOYSA-N,1.63,acidic,RES200_Opt3_acidic,23.5,spectrophotometric,train,
O=C(O)C([NH3+])CC=1(NC=[NH+]C=1),O=C(O)C([NH3+])CC=1(NC=[NH+]C=1),NNHHIYMRANOWMX-UHFFFAOYSA-N,1.53,acidic,RES200_Opt3_acidic,20.0,,train,
O=C(NCC(=O)O)C(N)CCC(=O)N,O=C(NCC(=O)O)C(N)CCC(=O)N,IMMPKMPTZZNZSA-UHFFFAOYSA-N,3.15,acidic,RES200_Opt3_acidic,25.0,potentiometric,train,
FC2(=CC(NC(=O)C1(=NN=NN1))=C(O)C(=C2)C(=O)C),FC2(=CC(NC(=O)C1(=NN=NN1))=C(O)C(=C2)C(=O)C),VYCAOFUTFGBAAY-UHFFFAOYSA-N,2.36,acidic,RES200_Opt3_acidic,25.0,spectrophotometric,train,
O=C(O)C(NC(=O)C(N)CC(C)C)CCC(=O)N,O=C(O)C(NC(=O)C(N)CC(C)C)CCC(=O)N,UZNPIYREUCDHLR-UHFFFAOYSA-N,2.99,acidic,RES200_Opt3_acidic,18.0,potentiometric,train,
O=C(O)C(NC(=O)CN)CCC(=O)N,O=C(O)C(NC(=O)CN)CCC(=O)N,VHWPDUVOCDBCAE-UHFFFAOYSA-N,2.88,acidic,RES200_Opt3_acidic,18.0,potentiometric,train,
O=C(O)C(NC(=O)CN)CC(=O)N,O=C(O)C(NC(=O)CN)CC(=O)N,XBQLTLQNHHFKCV-UHFFFAOYSA-N,2.93,acidic,RES200_Opt3_acidic,21.0,mean from 3,train,
O=C(N)C(N)CCC(=O)O,O=C(N)C(N)CCC(=O)O,BMLGRKMJXHYZTO-UHFFFAOYSA-N,3.01,acidic,RES200_Opt3_acidic,25.0,mean from 2,train,
FC1(=CC(=C(O)C(=C1)C(=O)C)C(=O)NC2(=NN=NN2)),FC1(=CC(=C(O)C(=C1)C(=O)C)C(=O)NC2(=NN=NN2)),UFXFWIXIUFDLJE-UHFFFAOYSA-N,4.2,acidic,RES200_Opt3_acidic,25.0,spectrophotometric,train,
N1(=NNC(=N1)C([NH3+])C),N1(=NNC(=N1)C([NH3+])C),NDMDHZMRQFSFOZ-UHFFFAOYSA-N,2.63,acidic,RES200_Opt3_acidic,25.0,potentiometric,train,
O=[N+]([O-])C1(=CC(=C(O)C=C1)C(C=CC(=O)O)(C)C),O=[N+]([O-])C1(=CC(=C(O)C=C1)C(C=CC(=O)O)(C)C),FIAAIGXFTFNIEU-UHFFFAOYSA-N,4.26,acidic,RES200_Opt3_acidic,39.0,spectrophotometric,train,
P(=O)(O)(O)C([NH2+]CC1(=[NH+]C=CC=C1))C2(=C(O)C=CC=C2),P(=O)(O)(O)C([NH2+]CC1(=[NH+]C=CC=C1))C2(=C(O)C=CC=C2),CXAZUCPQVRLWEI-UHFFFAOYSA-N,2.25,acidic,RES200_Opt3_acidic,20.0,potentiometric,train,
P(=O)(O)(O)C([NH2+]CC1(=CC=[NH+]C=C1))C2(=C(O)C=CC=C2),P(=O)(O)(O)C([NH2+]CC1(=CC=[NH+]C=C1))C2(=C(O)C=CC=C2),LDXHSYVEVZCOGV-UHFFFAOYSA-N,2.28,acidic,RES200_Opt3_acidic,20.0,potentiometric,train,
O=C(NCC(=O)O)C1(=C(O)C=CC=C1),O=C(NCC(=O)O)C1(=C(O)C=CC=C1),VPNAFBYCKUNDQZ-UHFFFAOYSA-N,3.63,acidic,RES200_Opt3_acidic,21.0,mean from 2,train,
O=[N+]([O-])C1(=CC(O)=C(C(=O)O)C=C1),O=[N+]([O-])C1(=CC(O)=C(C(=O)O)C=C1),UKWUOTZGXIZAJC-UHFFFAOYSA-N,1.83,acidic,RES200_Opt3_acidic,25.0,mean from 2,train,
O=C(O)CC(=O)C=NO,O=C(O)CC(=O)C=NO,GYNZDKCFHYZSAI-UHFFFAOYSA-N,3.5,acidic,RES200_Opt3_acidic,24.0,potentiometric,train,
O=[N+]([O-])C1(=CC(=C(O)C=C1)C(=O)O),O=[N+]([O-])C1(=CC(=C(O)C=C1)C(=O)O),PPDRLQLKHRZIJC-UHFFFAOYSA-N,2.15,acidic,RES200_Opt3_acidic,25.0,mean from 6,train,
SC(C(N1(C(=NC=C1)CC=CCC))C(=O)[O-])(C)C,SC(C(N1(C(=NC=C1)CC=CCC))C(=O)[O-])(C)C,JIHORWSUUNJYAM-UHFFFAOYSA-N,2.0,acidic,RES200_Opt3_acidic,25.0,potentiometric,train,
O=[N+]([O-])C1(=C(O)C(C(=O)O)=CC=C1),O=[N+]([O-])C1(=C(O)C(C(=O)O)=CC=C1),WWWFHFGUOIQNJC-UHFFFAOYSA-N,2.16,acidic,RES200_Opt3_acidic,25.0,mean from 3,train,
O=C1(NC(=O)C2(C1(NC(=O)C2)CCC(=O)O)(C)),O=C1(NC(=O)C2(C1(NC(=O)C2)CCC(=O)O)(C)),AHVQUVMPMJSHIM-UHFFFAOYSA-N,4.4,acidic,RES200_Opt3_acidic,20.0,potentiometric,train,
O=C(O)C([NH2+]CC1(=C(O)C=CC=C1))CO,O=C(O)C([NH2+]CC1(=C(O)C=CC=C1))CO,QHCMDCQBMKSGLM-UHFFFAOYSA-N,2.1,acidic,RES200_Opt3_acidic,25.0,mean from 2,train,
O=C(N)C(N)CC(=O)O,O=C(N)C(N)CC(=O)O,AGFPWPXOQWFAHE-UHFFFAOYSA-N,2.97,acidic,RES200_Opt3_acidic,,potentiometric,train,
SCC(N)C(=O)NC(C(=O)O)CC(=O)N,SCC(N)C(=O)NC(C(=O)O)CC(=O)N,BZIRUSZNRWPIQH-UHFFFAOYSA-N,2.97,acidic,RES200_Opt3_acidic,18.0,potentiometric,train,
SC(C(N1(C(=NC=C1)CC2(=CC=CC=C2)))C(=O)[O-])(C)C,SC(C(N1(C(=NC=C1)CC2(=CC=CC=C2)))C(=O)[O-])(C)C,PHVQPHIFXBGADO-UHFFFAOYSA-N,1.8,acidic,RES200_Opt3_acidic,,potentiometric,train,
O2(C([N+]1(=C([O-])N=C(NO)C=C1))C(O)C(C2CO)O),O2(C([N+]1(=C([O-])N=C(NO)C=C1))C(O)C(C2CO)O),RTTJNEMYCWEKDK-UHFFFAOYSA-O,2.26,acidic,RES200_Opt3_acidic,,spectrophotometric,train,
O=C(O)C(NC(=O)C(N)CC(C)C)CC(=O)N,O=C(O)C(NC(=O)C(N)CC(C)C)CC(=O)N,JWXITPSSQLRCRV-UHFFFAOYSA-N,3.0,acidic,RES200_Opt3_acidic,20.0,potentiometric,train,
S(=O)(=O)(NCC(=O)NCC(=O)O)C1(=CC=CC=C1),S(=O)(=O)(NCC(=O)NCC(=O)O)C1(=CC=CC=C1),YTDLMHJSDIJTNQ-UHFFFAOYSA-N,3.55,acidic,RES200_Opt3_acidic,25.0,potentiometric,train,
OC1(=C([O-])C=C[NH+]=C1),OC1(=C([O-])C=C[NH+]=C1),ZCUUVWCJGRQCMZ-UHFFFAOYSA-N,3.6,acidic,RES200_Opt3_acidic,22.5,spectrophotometric,train,
S=C1(NC(CC([NH3+])C(=O)O)=CN1),S=C1(NC(CC([NH3+])C(=O)O)=CN1),FUUVADBPZWYQEE-UHFFFAOYSA-N,1.84,acidic,RES200_Opt3_acidic,25.0,potentiometric,train,
O=C(O)C=2(C=1(C(=CC=C(C=1)O)C=CC=2)),O=C(O)C=2(C=1(C(=CC=C(C=1)O)C=CC=2)),XABCHXCRWZBFQX-UHFFFAOYSA-N,3.69,acidic,RES200_Opt3_acidic,20.0,spectrophotometric,train,
SC(C(=O)O)C,SC(C(=O)O)C,OOSHBQOBWFFORU-UHFFFAOYSA-N,3.35,acidic,RES200_Opt3_acidic,27.0,mean from 3,train,
S(=O)(=O)(O)C1(=CC=C(O)C=C1),S(=O)(=O)(O)C1(=CC=C(O)C=C1),FEPBITJSIHRMRT-UHFFFAOYSA-N,4.51,acidic,RES200_Opt3_acidic,25.0,spectrophotometric,train,
SCC(=O)O,SCC(=O)O,HWMQYFPYQLNSNS-UHFFFAOYSA-N,3.38,acidic,RES200_Opt3_acidic,26.0,mean from 7,train,
[O-]C2(=NC=1(N=CNC=1C=N2)),[O-]C2(=NC=1(N=CNC=1C=N2)),CRIZPXKICGBNKG-UHFFFAOYSA-N,1.69,acidic,RES200_Opt3_acidic,20.0,potentiometric,train,
O=C1(C(O)(C(=O)O)C(CC=C(C)C)(CC=C(C)C)C(C1CC=C(C)C)=O),O=C1(C(O)(C(=O)O)C(CC=C(C)C)(CC=C(C)C)C(C1CC=C(C)C)=O),IAEHTHJIEVYVDG-UHFFFAOYSA-N,3.9,acidic,RES200_Opt3_acidic,,,train,
O=C(O)C1(=CC(O)=CC=C1),O=C(O)C1(=CC(O)=CC=C1),IJFXRHURBJZNAO-UHFFFAOYSA-N,4.07,acidic,RES200_Opt3_acidic,23.0,mean from 14,train,
O=C(O)C1(=CC=C(O)C=C1),O=C(O)C1(=CC=C(O)C=C1),FJKROLUGYXJWQN-UHFFFAOYSA-N,4.57,acidic,RES200_Opt3_acidic,20.0,mean from 7,train,
IC=1(NC=[NH+]C=1CC([NH3+])C(=O)O),IC=1(NC=[NH+]C=1CC([NH3+])C(=O)O),QSYWXHBWKKPCSZ-UHFFFAOYSA-N,1.65,acidic,RES200_Opt3_acidic,25.0,potentiometric,train,
[O-]C1(=[NH+]C(=NC2(=C1NC=N2))N),[O-]C1(=[NH+]C(=NC2(=C1NC=N2))N),UYTPUPDQBNUYGX-UHFFFAOYSA-N,3.0,acidic,RES200_Opt3_acidic,25.0,mean from 2,train,
S(=O)(=O)(NC=1(SC(C)=NN=1))C2(=CC=C(O)C=C2),S(=O)(=O)(NC=1(SC(C)=NN=1))C2(=CC=C(O)C=C2),SGXOZJHNXADHDF-UHFFFAOYSA-N,5.37,acidic,RES200_Opt3_acidic,,spectrophotometric,train,
O=C(NC=1(NC=[NH+]C=1C(=O)O))N,O=C(NC=1(NC=[NH+]C=1C(=O)O))N,PQSKWIHIUOGLHX-UHFFFAOYSA-N,2.0,acidic,RES200_Opt3_acidic,,spectrophotometric,train,
P(=O)(O)C([NH2+]CC1(=C[NH+]=CC=C1))C2(=C(O)C=CC=C2),P(=O)(O)C([NH2+]CC1(=C[NH+]=CC=C1))C2(=C(O)C=CC=C2),FRMZDTSHZLLCPC-UHFFFAOYSA-N,2.35,acidic,RES200_Opt3_acidic,20.0,mean from 2,train,
P(=O)(O)C([NH2+]CC1(=[NH+]C=CC=C1))C2(=C(O)C=CC=C2),P(=O)(O)C([NH2+]CC1(=[NH+]C=CC=C1))C2(=C(O)C=CC=C2),GZGYXDMWBFBKOI-UHFFFAOYSA-N,2.4,acidic,RES200_Opt3_acidic,20.0,mean from 2,train,
ClC2(=CN=C(NS(=O)(=O)C1(=CC=C(O)C=C1))N=C2),ClC2(=CN=C(NS(=O)(=O)C1(=CC=C(O)C=C1))N=C2),DHQGCHRYHLHORP-UHFFFAOYSA-N,5.59,acidic,RES200_Opt3_acidic,,spectrophotometric,train,
O=C1(NC(=O)C(=NO)C(N1)=O),O=C1(NC(=O)C(=NO)C(N1)=O),YQLSDDPJHQTGEW-UHFFFAOYSA-N,4.58,acidic,RES200_Opt3_acidic,25.0,potentiometric,train,
SCCC(=O)O,SCCC(=O)O,LGATVYMTDMHELA-UHFFFAOYSA-N,4.38,acidic,RES200_Opt3_acidic,25.0,potentiometric,train,
O=[N+]([O-])NC1(=NNC=N1),O=[N+]([O-])NC1(=NNC=N1),JKMRKVRTECEDPV-UHFFFAOYSA-N,3.95,acidic,RES200_Opt3_acidic,24.0,spectrophotometric,train,
S=C1(NC(=O)CC(N1)=O),S=C1(NC(=O)CC(N1)=O),RVBUGGBMJDPOST-UHFFFAOYSA-N,4.15,acidic,RES200_Opt3_acidic,25.0,potentiometric,train,
O=C(O)C=1(C(O)=CC2(=CC=CC=C2(C=1))),O=C(O)C=1(C(O)=CC2(=CC=CC=C2(C=1))),ALKYHXVLJMQRLQ-UHFFFAOYSA-N,2.71,acidic,RES200_Opt3_acidic,25.0,conductometric,train,
O=C(O)CCCC(=O)NOCC1(=CC=CC=C1),O=C(O)CCCC(=O)NOCC1(=CC=CC=C1),PODKQHBAQFAATN-UHFFFAOYSA-N,4.7,acidic,RES200_Opt3_acidic,,,train,
O=C1(C(O)=CC(O)=CC=C1),O=C1(C(O)=CC(O)=CC=C1),RKXGVTMRMCCCBZ-UHFFFAOYSA-N,5.76,acidic,RES200_Opt3_acidic,25.0,potentiometric,train,
O=C1(OC(C(O)CO)C(=C1O)O),O=C1(OC(C(O)CO)C(=C1O)O),CIWBSHSKHKDKBQ-UHFFFAOYSA-N,4.13,acidic,RES200_Opt3_acidic,24.0,mean from 2,train,
O=C1(N(O)C=NC2(=C1NC=N2)),O=C1(N(O)C=NC2(=C1NC=N2)),QNJHODONDIDAEE-UHFFFAOYSA-N,5.66,acidic,RES200_Opt3_acidic,20.0,mean from 2,train,
O=[N+]([O-])NC1(=NNC(=N1)C),O=[N+]([O-])NC1(=NNC(=N1)C),AKRHSQIJWHJWPC-UHFFFAOYSA-N,4.77,acidic,RES200_Opt3_acidic,24.0,mean from 2,train,
S(=O)(=O)(NCC(=O)O)C=2(C=1(C(=C(N(C)C)C=CC=1)C=CC=2)),S(=O)(=O)(NCC(=O)O)C=2(C=1(C(=C(N(C)C)C=CC=1)C=CC=2)),XLOCCRWBFXMPFK-UHFFFAOYSA-N,4.4,acidic,RES200_Opt3_acidic,25.0,potentiometric,train,
O=C1(OC(C(O)C(O)C(O)CO)C(=C1O)O),O=C1(OC(C(O)C(O)C(O)CO)C(=C1O)O),UUKACJGRXSAXDT-UHFFFAOYSA-N,4.3,acidic,RES200_Opt3_acidic,20.0,potentiometric,train,
S(=O)(=O)(N)C2(=CC=C(N=NC1(=CC(=C(O)C(=C1)C)C(=O)O))C=C2),S(=O)(=O)(N)C2(=CC=C(N=NC1(=CC(=C(O)C(=C1)C)C(=O)O))C=C2),URDMTGOCMGEJPB-UHFFFAOYSA-N,2.25,acidic,RES200_Opt3_acidic,24.85,spectrophotometric,train,
O=C(O)C1(=C(O)C=CC=C1),O=C(O)C1(=C(O)C=CC=C1),YGSDEFSMJLZEOE-UHFFFAOYSA-N,2.99,acidic,RES200_Opt3_acidic,24.0,mean from 22,train,
S1(=O)(=O)(N=C(N)C=2(NC=NC=2(N1))),S1(=O)(=O)(N=C(N)C=2(NC=NC=2(N1))),XHUJLOYABCEGKW-UHFFFAOYSA-N,4.28,acidic,RES200_Opt3_acidic,20.0,spectrophotometric,train,
